feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,mood,song_id
-0.3028572529862419,1.0539786388904282,-0.6694989606604304,0.2320337662082408,-0.43879713143733856,-1.0001890803714606,0.29742310600701144,-0.3995983460853736,-0.7940286119978919,-0.6707389551202472,-0.46177806762194257,-0.689452995717659,-0.2559131206385048,-0.5955606825408866,0.18359449877322606,-0.8927626891229278,-0.4450416378204539,-0.4840773207072948,0.5882762406559087,2.4970585642037237,-0.480560222615657,-0.6356757210602453,-0.5159863596168879,-0.5291773111716964,-0.5915619730252195,-0.6910836976361927,0.027004519217450656,0.24560240338377456,0.26155950231703484,-0.30893513682505935,-0.6600518963561058,-0.6233829067312138,-0.26790073318591223,0.7190748669640648,0.27492992184726317,0.0879611115101669,0.2863681325560188,-0.8851459223600471,-1.648896288455857,-1.5872519076863671,-1.835029490518146,-1.8944424036114633,-1.9485051690839867,-2.3151528399510024,-2.0890507086789496,-2.604792619853479,-1.9370548536899452,-2.348055474185219,-2.2577267326741306,-2.174765875607505,Low_Low,223
1.988193937055584,-0.6190248214097919,-0.5228759107215417,0.2544776857151,0.590798460503276,1.295885799378569,0.2530076796406668,0.7874930019988309,-0.07411194512248914,0.4348070304256969,0.3833221020922133,0.1609288205036818,1.0820777998037754,0.6430622982385139,-0.2769997197654477,-0.032783210936471775,0.5824976598740044,-0.05919696783648256,-0.6325894035474029,-0.4528129413474205,-1.7246440422081206,0.9314799107678092,1.8881539714022806,1.3328313229300295,0.7459786711211809,0.9103130648856076,1.1748868256360334,1.3324622500248646,1.3201530821734702,-0.47206144138751605,0.01834159680763748,1.6505053972107893,-0.06546002440571923,0.28971660632041785,0.12426482498769213,0.09292070996212323,-0.10039147508345425,-0.7426286342117736,-0.5240551579840784,-0.4663681298345583,-0.0023222578917264434,-0.2634652532769775,-0.13571595243069742,-0.4393886004941615,-0.3853536133342165,-0.2510053178821265,-0.2842290443017334,-0.2406550301182491,-0.0589613982024248,-0.004814875210830291,Medium_Medium,237
0.7275453316944506,0.24785505472711228,-0.2473043978369194,0.49370027341992173,0.015617229048848165,-0.6442047170564091,0.5033421017873709,-0.13401460777894023,-0.00507027860303515,-0.7012886568049721,0.17232706576277632,-0.006187078416758135,-0.5370970094790746,-0.5911382751117015,-0.22885748168153053,0.2732086943427986,-0.9014992141787498,-0.4281097149700987,1.3782248410762379,0.5423733090191775,-0.0814059748661222,0.2584353238874581,0.4869834270541268,0.9416812416048905,0.18231140845912497,0.6354941657337346,0.20547038587088182,0.562919303996987,0.7303609106506921,-0.13405340468993318,-0.24112768469922616,0.33031028586020456,0.13905220375623725,0.20746641470783453,-0.024820282754171655,-0.3284234577917488,-0.20396454738134423,0.4972719797059296,0.2618629365976835,0.15792842803940896,0.3563319039056638,0.5310330795685337,0.3259293591562176,0.31161335882707586,0.17683566092523073,0.2766844116942887,0.22606861763312,0.1931346726335163,0.40006050787161573,0.2763770063645396,Low_Medium,551
-0.010131277480507019,1.2768046261468446,-0.44325154869924105,0.32598511901397087,-1.1171615760237261,-0.4176253328380837,-0.2882560090738924,0.2248978617898808,-0.8435726075083052,-0.8537695567975564,-0.7796441572212521,-0.7579939093411302,-0.87558797703199,-0.7904996644533766,-0.22883885049158126,-0.8448727924847232,-1.0921280949028325,-0.5308612891199267,2.9932580511934606,0.3418224379921988,0.9069960516063815,-0.8864401643946235,-0.842837588305021,-0.9369897654755688,-0.7041668054778693,-0.5515450343910445,-0.41033587349692086,-0.501550956988212,-0.6195560097605693,-0.4942451508494672,-0.8310451576089436,-1.1062518221274171,0.21325240971002396,-0.7823865298369725,-0.8958941056491292,-0.3637384888086836,-0.7781012225522572,-0.8876532731341205,-0.7186486928400849,-0.6090856527024394,-0.4257823873072309,-0.4462095240720203,-0.6380186352463698,-0.5192721248512767,-0.2994257231796428,-0.492587163333536,-0.2829537908813402,-0.2412567082384963,-0.5794432211758469,-0.43857522110701164,Low_Low,579
0.3457337351150391,-0.3418018106229776,-0.05767758269164188,0.0763660105091575,0.03016073198017827,0.4433183130738003,-0.31316777684462466,-0.06004117728532002,-0.027071788480561805,0.2053804249014012,-0.07617452849780558,-0.07690640286696382,0.3748666064306335,0.35331589070550823,-0.07823452186164934,-0.32746081494160445,0.865713003513578,-0.002972678511448684,-0.4831972219349384,0.09823791829936727,0.274973525642482,-0.1280489097983871,-0.2726867648912608,-0.5970443242638744,0.34254071150859633,0.08765980874230203,-0.11288976900182209,-0.00667294201177123,0.12247054046838164,2.3011515955205586,-0.21817108626035112,0.401047687928832,-0.20159376568287404,-0.27214816651157875,-0.17404570007397588,-0.06940842224080429,-0.16319928326612573,0.7620817812475214,0.5518209448632997,0.27456534658858234,-0.04242480786540351,-0.4993838014088583,-0.34418136350311707,-0.18658843098056443,-0.4280062787688489,-0.46158435973409534,-0.2351848007754494,-0.5922967916573932,-0.601845721012244,-0.13065084583758318,Medium_Medium,1953
-0.5134427402383919,-0.2592335512051099,0.7919398539305944,-0.6643271055086654,-0.2892623728170505,0.4021406235825207,0.8299514059507347,0.851152757206675,0.21973351470424266,-0.0055277985646862045,-0.6634021337958169,-0.44587772337985904,-0.7432054203023957,-0.3283030671524099,0.5657915629805804,0.4431979755581049,-0.29345941114385204,0.43183350543753585,0.1070155413062718,-0.5076315220046146,0.5870514639591874,-0.693376980698339,-0.5540143367362361,-0.8341525609201826,-1.0838951611029775,-0.4694662706446889,-0.688938268991443,-0.6026056926320837,-0.792909299527101,1.2984274070099031,0.051254743966000584,-0.1573493963076864,1.5705767157184585,-0.5452891874402703,-0.08063849921926956,0.44315389376124115,0.0524281518075449,-0.7919786797907937,-0.04451579315073819,-0.5083229389843341,-0.5054362890886357,-0.3776469681518762,-0.41163007605147417,-0.4356811100673975,-0.5814247046345596,-0.5774113417113572,-0.3968422716767632,-0.44210540611219357,-0.6536826537960089,-0.8547765808773747,Medium_High,1947
-0.36601678444599595,-0.07284230494886576,0.4947562892717117,-0.4216255715014137,-0.14813041271345323,-0.3266207474407725,-0.346775024798942,-0.41821393632827863,0.20738397893378735,0.030924048326021542,-0.11978676992986274,-0.14597888822299843,-0.23189154672753987,-0.18243214167649593,-0.2524166567724825,0.3936057816707656,0.13927641137426358,0.15573024268574054,0.2432684549666669,-0.09830291460829592,-0.11453991843735017,-0.4083668212387646,-0.5117869133888877,-0.6318046242338723,-0.3983155595003765,-0.42479201382218984,-0.6347519623214852,-0.21356256713753974,-0.6064522878038238,0.6612719069887688,-0.2043127550989498,0.014054566220731887,-0.25231807823773716,0.14370898458779027,0.08922567065797808,-0.1880524456835994,0.15464877581266054,0.03172964606569718,0.10761347647064276,0.40077147303456795,0.9077444492606205,0.6430164462411454,0.5175483682548557,0.36515055461582263,0.43657605167237173,0.44224747289755467,0.5606947266328368,0.42097843644765176,0.49240914771131994,0.3762691935247379,Medium_Medium,586
0.22426614997047173,0.5993563743171022,-0.30107825866494153,0.39292957879902274,0.2344305750266147,-0.7147081067866341,0.023491541905354706,-0.28366647641571596,-0.5625861449004416,-0.8883174483860953,-0.4140882872356846,-0.36021733747615914,-0.6561171940934984,-0.6674135643044349,-0.19811851381391532,-0.0576307001392064,-0.9484940287336711,-0.5914354124683618,1.7850771159008982,1.1464272727187603,0.9682164471994543,-0.10894119186650335,-0.37456441649061223,0.4035428533300163,-0.30496028128702346,0.038184285083544586,0.2724425975923928,-0.28442606231419065,0.06540186082361729,-0.24660927268214197,-0.03280020454533967,0.1498476686005524,-0.14545131242899864,-0.3330076668523977,-0.5313596430041988,-0.2658681861421571,-0.7433389403097727,1.6780694246473207,1.1002384473035765,1.3146221536969096,1.608330290335746,1.237564240012377,0.7896300634905199,0.6673556691661138,0.676735720989706,0.6783926436208929,0.9836109549795897,0.6919625035570858,0.3336448774929014,0.1308966230232223,Medium_Low,1012
0.5647049636227467,0.6695779582503603,0.32345945460802955,0.05450136108115481,1.125948470627651,-0.27681292914603023,0.8057592924974427,-0.2048217870292081,0.3691128662401379,-0.31360969014246853,0.4756593538771412,0.568332530496534,-0.012309346828043327,-0.0730205516678314,0.8283261205052537,0.721144076341817,-0.18678118485079842,-0.15836977448311643,0.8359968118960237,0.06060523220727062,-0.7035477164545245,-0.3981295578381546,0.7183996594645109,-0.4715532841541681,-0.11603495693469433,-0.10552192045725434,-0.30749649930036976,0.2657416815547958,0.3495381230315728,0.1582064203489325,0.5426685505956584,0.8008399063088455,1.1008119864916797,-0.2735793106515592,-0.357265758514896,-0.6810633231001507,-0.6010517051008218,0.9121232467618354,1.8736616795738954,1.3253288853535643,1.776171936473267,0.9716571944959042,1.1869900305494492,1.3491947099335817,0.34385617513758043,1.600998284034338,0.4518171358821978,0.24738308913608,0.7722324098611832,1.126928546919197,Medium_Medium,1774
0.2982606406908854,0.1580537347678005,0.09414116435652033,-0.2587881585998431,-0.5032946865716412,0.0717153750520544,0.16031219619437154,-0.45725031857395554,0.5636227145644501,1.03823025036013,0.5329468650497374,0.6438038190801394,1.2474940888869581,1.0702799229528868,-0.21316053574936553,0.8316167487357244,1.178686072651692,0.8921656101388844,-0.43881743689810354,-0.9269490478550703,0.7622745026022325,-0.3194236146241527,-0.16616484917684157,0.7133670420558877,0.4584539052827858,0.510098186284904,0.4722406010888953,0.7184161669173961,0.5432459197457117,-0.02818367514807986,-0.3168367218948333,-0.6104306561095633,-0.07399961835331838,0.007355400765822293,0.0787470414556421,-0.0045156781357619455,-0.010020048839117411,-0.6961914735229661,-0.5201861650709264,-0.5595214479816234,-0.27656725090544587,-0.3661528522158461,-0.470867493190742,-0.3597976771350517,0.12947163184430427,-0.3156818876229263,0.11288441394334686,0.025321254230934096,-0.5055971545360366,0.023306156931248576,Medium_Medium,1760
